Date,CampaignID,CampaignName,Platform,TargetAudience,Impressions,Clicks,Leads,Applications,Enrollments,Cost (?),Revenue (?),Region
2025-05-11,AD002,MBA Admission,Facebook,21–35 Age,107884,5598,1238,596,240,"? 51,644","? 8,62,353",South India
2025-05-11,AD003,Placements,LinkedIn,22–27 Age,281759,18036,3182,2035,1042,"? 1,49,264","? 70,35,403",Pan India
2025-05-12,AD002,MBA Admission,Facebook,21–35 Age,109219,6309,1002,621,302,"? 80,142","? 15,35,750",Pan India
2025-05-12,AD003,Placements,LinkedIn,17–21 Age,56655,3075,664,314,152,"? 22,690","? 11,29,548",Pan India
2025-05-13,AD002,MBA Admission,Facebook,21–35 Age,127468,5926,1247,622,336,"? 1,01,926","? 18,59,497",North India
2025-05-13,AD003,Placements,LinkedIn,22–27 Age,263989,20499,4960,3112,1581,"? 2,41,711","? 1,04,22,583",East India
2025-05-14,AD002,MBA Admission,Facebook,21–35 Age,216556,14437,2858,1623,754,"? 1,87,568","? 26,02,263",North India
2025-05-14,AD003,Placements,LinkedIn,25–35 Age,176419,6312,1409,877,517,"? 1,56,086","? 39,22,073",North India
2025-05-15,AD002,MBA Admission,Facebook,21–35 Age,104288,4814,768,360,179,"? 86,527","? 9,37,903",West India
2025-05-15,AD003,Placements,LinkedIn,25–35 Age,246319,18568,2933,1874,956,"? 2,23,804","? 53,48,862",Pan India
2025-05-16,AD002,MBA Admission,Facebook,21–35 Age,272620,19195,3980,1800,723,"? 1,90,014","? 46,34,332",East India
2025-05-16,AD003,Placements,LinkedIn,17–21 Age,135416,9754,1804,831,444,"? 1,11,777","? 25,26,118",West India
2025-05-17,AD002,MBA Admission,Facebook,21–35 Age,205846,16047,2839,1461,602,"? 1,09,112","? 32,66,643",Pan India
2025-05-17,AD003,Placements,LinkedIn,17–21 Age,277369,9937,2473,1558,780,"? 1,97,983","? 40,85,032",West India
2025-05-18,AD002,MBA Admission,Facebook,21–35 Age,73028,3043,537,345,157,"? 45,541","? 6,98,668",North India
2025-05-18,AD003,Placements,LinkedIn,17–21 Age,154431,8758,1526,770,401,"? 67,379","? 31,82,834",South India
2025-05-19,AD002,MBA Admission,Facebook,21–35 Age,129271,8596,1731,909,413,"? 61,224","? 32,12,616",East India
2025-05-19,AD003,Placements,LinkedIn,25–35 Age,294707,9304,1777,925,464,"? 1,71,711","? 14,35,656",Pan India
2025-05-20,AD002,MBA Admission,Facebook,21–35 Age,163842,7426,1233,778,374,"? 74,195","? 25,31,864",North India
2025-05-20,AD003,Placements,LinkedIn,25–35 Age,170906,10548,1817,1173,608,"? 1,23,281","? 29,11,292",Pan India
2025-05-21,AD002,MBA Admission,Facebook,21–35 Age,61054,3895,951,543,240,"? 25,074","? 12,66,942",Pan India
2025-05-21,AD003,Placements,LinkedIn,22–27 Age,121352,4064,696,357,180,"? 54,959","? 9,41,034",South India
2025-05-22,AD002,MBA Admission,Facebook,21–35 Age,109881,4764,991,450,232,"? 99,135","? 15,80,448",North India
2025-05-22,AD003,Placements,LinkedIn,17–21 Age,228338,16682,2885,1390,593,"? 2,02,855","? 46,98,879",Pan India
2025-05-23,AD002,MBA Admission,Facebook,21–35 Age,138950,8247,1433,743,371,"? 87,585","? 22,75,198",East India
2025-05-23,AD003,Placements,LinkedIn,25–35 Age,81571,6335,1288,609,288,"? 69,380","? 10,03,969",North India
2025-05-24,AD002,MBA Admission,Facebook,21–35 Age,261935,11611,1967,1027,604,"? 2,09,519","? 30,96,991",North India
2025-05-24,AD003,Placements,LinkedIn,22–27 Age,107849,6825,1489,749,394,"? 81,201","? 12,55,932",Pan India
2025-05-25,AD002,MBA Admission,Facebook,21–35 Age,199889,7676,1181,628,295,"? 1,60,449","? 14,22,894",East India
2025-05-25,AD003,Placements,LinkedIn,17–21 Age,221701,9472,2148,1063,587,"? 1,67,628","? 33,63,822",North India
2025-05-26,AD002,MBA Admission,Facebook,21–35 Age,95432,7312,1525,799,461,"? 75,782","? 21,42,554",Pan India
2025-05-26,AD003,Placements,LinkedIn,25–35 Age,258060,19102,4745,2505,1316,"? 1,49,089","? 87,26,521",Pan India
2025-05-27,AD002,MBA Admission,Facebook,21–35 Age,161958,8826,1937,906,520,"? 70,026","? 39,44,516",North India
2025-05-27,AD003,Placements,LinkedIn,22–27 Age,298878,16202,3092,1903,1055,"? 1,56,886","? 71,49,954",West India
2025-05-28,AD002,MBA Admission,Facebook,21–35 Age,107903,3524,729,457,206,"? 1,03,431","? 13,53,200",West India
2025-05-28,AD003,Placements,LinkedIn,22–27 Age,173020,10599,1880,1217,720,"? 77,910","? 32,40,631",North India
2025-05-29,AD002,MBA Admission,Facebook,21–35 Age,208326,16547,2535,1311,579,"? 1,28,715","? 21,05,893",West India
2025-05-29,AD003,Placements,LinkedIn,17–21 Age,254367,11373,2455,1286,523,"? 1,44,783","? 35,34,997",Pan India
2025-05-30,AD002,MBA Admission,Facebook,21–35 Age,221642,16515,3805,2059,1044,"? 2,13,044","? 57,94,496",East India
2025-05-30,AD003,Placements,LinkedIn,22–27 Age,171248,12218,1850,1118,623,"? 1,61,174","? 43,80,151",West India
2025-05-31,AD002,MBA Admission,Facebook,21–35 Age,172441,10888,1929,985,439,"? 1,11,414","? 28,07,015",Pan India
2025-05-31,AD003,Placements,LinkedIn,22–27 Age,79898,3387,708,348,144,"? 46,054","? 6,64,446",North India
2025-06-01,AD002,MBA Admission,Facebook,21–35 Age,179655,5969,1158,725,292,"? 1,07,638","? 16,73,093",East India
2025-06-02,AD002,MBA Admission,Facebook,21–35 Age,112007,7687,1249,590,333,"? 69,690","? 18,49,660",Pan India
2025-06-03,AD002,MBA Admission,Facebook,21–35 Age,77080,2952,558,255,145,"? 53,641","? 6,68,676",East India
2025-06-04,AD002,MBA Admission,Facebook,21–35 Age,247271,13740,2356,1075,541,"? 2,24,943","? 34,79,855",Pan India
2025-06-05,AD002,MBA Admission,Facebook,21–35 Age,228774,15253,3595,2264,989,"? 1,92,239","? 37,67,178",West India
2025-06-06,AD002,MBA Admission,Facebook,21–35 Age,140336,10973,2525,1411,738,"? 1,01,942","? 34,05,727",West India
2025-06-07,AD002,MBA Admission,Facebook,21–35 Age,255443,9636,2306,1082,528,"? 1,08,919","? 16,41,516",South India
2025-06-08,AD002,MBA Admission,Facebook,21–35 Age,153084,4907,999,538,307,"? 97,654","? 15,86,488",North India
2025-06-09,AD002,MBA Admission,Facebook,21–35 Age,114699,4802,801,375,175,"? 79,600","? 11,26,491",South India
2025-06-10,AD002,MBA Admission,Facebook,21–35 Age,228607,11316,2761,1577,831,"? 1,99,080","? 55,13,048",West India
2025-06-11,AD002,MBA Admission,Facebook,21–35 Age,115246,7658,1593,756,338,"? 1,11,946","? 24,82,397",South India
2025-06-12,AD002,MBA Admission,Facebook,21–35 Age,265508,9396,1593,898,489,"? 1,84,409","? 22,19,085",West India
2025-06-13,AD002,MBA Admission,Facebook,21–35 Age,52092,2486,570,350,191,"? 35,364","? 14,23,039",South India
2025-06-14,AD002,MBA Admission,Facebook,21–35 Age,287149,12655,2180,1116,601,"? 2,41,882","? 42,27,410",East India
2025-06-15,AD002,MBA Admission,Facebook,21–35 Age,149833,7012,1494,738,297,"? 1,31,425","? 16,14,620",West India
2025-06-16,AD002,MBA Admission,Facebook,21–35 Age,255927,12698,2565,1291,774,"? 1,63,441","? 40,81,467",West India
2025-06-17,AD002,MBA Admission,Facebook,21–35 Age,234335,11764,1932,992,435,"? 1,64,277","? 15,44,375",East India
2025-06-18,AD002,MBA Admission,Facebook,21–35 Age,146202,11655,2425,1140,460,"? 79,711","? 21,66,582",North India
2025-06-19,AD002,MBA Admission,Facebook,21–35 Age,169807,5900,1002,543,271,"? 1,67,494","? 12,93,759",West India
2025-06-20,AD002,MBA Admission,Facebook,21–35 Age,51060,2259,559,276,121,"? 41,121","? 5,56,625",Pan India
2025-06-21,AD002,MBA Admission,Facebook,21–35 Age,299910,23654,5219,2461,1471,"? 1,47,277","? 70,40,895",East India
2025-06-22,AD002,MBA Admission,Facebook,21–35 Age,118757,6909,1251,711,363,"? 97,101","? 27,33,839",East India
2025-06-23,AD002,MBA Admission,Facebook,21–35 Age,215965,16744,3264,1645,772,"? 1,38,967","? 37,06,915",Pan India
2025-06-24,AD002,MBA Admission,Facebook,21–35 Age,251296,15390,3332,1741,721,"? 2,35,594","? 50,70,650",Pan India
2025-06-25,AD002,MBA Admission,Facebook,21–35 Age,58479,3449,525,332,138,"? 36,555","? 9,44,562",Pan India
2025-06-26,AD002,MBA Admission,Facebook,21–35 Age,89905,4837,875,550,241,"? 51,333","? 10,62,504",Pan India
2025-06-27,AD002,MBA Admission,Facebook,21–35 Age,92090,5092,879,474,260,"? 84,474","? 14,45,950",Pan India
2025-06-28,AD002,MBA Admission,Facebook,21–35 Age,118966,6945,1680,1063,602,"? 86,687","? 19,24,916",North India
2025-06-29,AD002,MBA Admission,Facebook,21–35 Age,54787,2701,414,256,108,"? 23,226","? 6,39,600",Pan India
2025-06-30,AD002,MBA Admission,Facebook,21–35 Age,81314,3799,757,427,191,"? 47,761","? 10,85,518",East India
2025-07-01,AD002,MBA Admission,Facebook,21–35 Age,92036,5655,1370,718,314,"? 63,224","? 13,66,952",Pan India
2025-07-02,AD002,MBA Admission,Facebook,21–35 Age,269403,18663,4144,2502,1360,"? 1,50,892","? 81,81,786",South India
2025-07-03,AD002,MBA Admission,Facebook,21–35 Age,56759,4315,975,572,279,"? 47,812","? 14,01,844",Pan India
2025-07-04,AD002,MBA Admission,Facebook,21–35 Age,294725,14169,3083,1956,783,"? 2,67,574","? 24,50,852",East India
2025-07-05,AD002,MBA Admission,Facebook,21–35 Age,284349,9408,1926,1228,734,"? 1,45,135","? 31,66,145",Pan India
2025-07-06,AD002,MBA Admission,Facebook,21–35 Age,215773,11011,2592,1638,787,"? 1,14,990","? 39,55,862",East India
2025-07-07,AD002,MBA Admission,Facebook,21–35 Age,265814,18135,3413,1802,979,"? 1,78,984","? 49,45,617",Pan India
2025-07-08,AD002,MBA Admission,Facebook,21–35 Age,254425,11942,2510,1384,700,"? 1,63,582","? 54,86,851",North India
2025-07-09,AD002,MBA Admission,Facebook,21–35 Age,259369,9336,2252,1107,588,"? 1,54,590","? 34,99,060",South India
2025-07-10,AD002,MBA Admission,Facebook,21–35 Age,221044,13069,2745,1298,558,"? 1,60,690","? 32,36,188",North India
2025-07-11,AD002,MBA Admission,Facebook,21–35 Age,94706,5747,890,494,278,"? 65,416","? 21,44,560",Pan India
2025-07-12,AD002,MBA Admission,Facebook,21–35 Age,176503,10957,1846,985,397,"? 1,45,083","? 14,68,397",East India
2025-07-13,AD002,MBA Admission,Facebook,21–35 Age,237358,14516,2484,1272,548,"? 1,33,175","? 42,27,791",South India
2025-07-14,AD002,MBA Admission,Facebook,21–35 Age,50848,3877,825,405,190,"? 43,222","? 13,23,601",West India
2025-07-15,AD002,MBA Admission,Facebook,21–35 Age,96272,7109,1160,673,373,"? 61,170","? 16,45,197",Pan India
2025-07-16,AD002,MBA Admission,Facebook,21–35 Age,163136,7760,1293,616,309,"? 81,536","? 19,96,808",South India
2025-07-17,AD002,MBA Admission,Facebook,21–35 Age,224881,13220,2919,1678,726,"? 2,09,811","? 40,54,986",South India
2025-07-18,AD002,MBA Admission,Facebook,21–35 Age,107896,6609,1436,892,459,"? 1,04,215","? 23,67,563",East India
2025-07-19,AD002,MBA Admission,Facebook,21–35 Age,100529,3042,580,326,173,"? 52,428","? 12,69,806",East India
2025-07-20,AD002,MBA Admission,Facebook,21–35 Age,59847,4601,734,338,157,"? 24,580","? 5,24,653",North India
2025-07-21,AD002,MBA Admission,Facebook,21–35 Age,183044,9780,2113,1094,518,"? 1,49,648","? 21,35,225",East India
2025-07-22,AD002,MBA Admission,Facebook,21–35 Age,295519,20154,3461,1995,1138,"? 2,21,471","? 85,55,770",North India
2025-07-23,AD002,MBA Admission,Facebook,21–35 Age,102281,7277,1524,814,398,"? 41,675","? 22,47,548",North India
2025-07-24,AD002,MBA Admission,Facebook,21–35 Age,69228,2248,378,231,127,"? 47,889","? 9,80,730",North India
2025-07-25,AD002,MBA Admission,Facebook,21–35 Age,195078,11378,2824,1362,720,"? 1,01,190","? 44,73,022",North India
2025-07-26,AD002,MBA Admission,Facebook,21–35 Age,98148,6924,1556,839,415,"? 82,010","? 26,89,713",East India
2025-07-27,AD002,MBA Admission,Facebook,21–35 Age,288669,16685,2685,1692,697,"? 1,97,363","? 22,66,273",West India
2025-07-28,AD002,MBA Admission,Facebook,21–35 Age,228940,7307,1297,812,445,"? 1,00,965","? 18,35,902",South India
2025-07-29,AD002,MBA Admission,Facebook,21–35 Age,103373,6280,1324,665,319,"? 91,235","? 13,37,660",Pan India
2025-07-30,AD002,MBA Admission,Facebook,21–35 Age,183663,7335,1401,843,357,"? 1,59,534","? 24,05,412",Pan India
2025-07-31,AD002,MBA Admission,Facebook,21–35 Age,125289,5916,1354,610,295,"? 81,381","? 20,09,706",North India
2025-08-01,AD002,MBA Admission,Facebook,21–35 Age,82289,2865,627,344,153,"? 72,603","? 7,91,071",Pan India
2025-08-02,AD002,MBA Admission,Facebook,21–35 Age,122204,4702,1151,571,334,"? 64,655","? 11,07,201",South India
2025-08-03,AD002,MBA Admission,Facebook,21–35 Age,282568,20991,3160,1720,1027,"? 2,54,929","? 46,93,041",North India
2025-08-04,AD002,MBA Admission,Facebook,21–35 Age,276741,8329,2013,1048,550,"? 2,41,422","? 32,18,248",West India
2025-08-05,AD002,MBA Admission,Facebook,21–35 Age,276190,8837,1345,850,400,"? 2,58,735","? 16,03,909",West India
2025-08-06,AD002,MBA Admission,Facebook,21–35 Age,157823,7462,1653,1051,551,"? 1,52,142","? 22,67,468",West India
2025-08-07,AD002,MBA Admission,Facebook,21–35 Age,168164,12919,3045,1753,778,"? 1,41,390","? 30,60,298",West India
2025-08-08,AD002,MBA Admission,Facebook,21–35 Age,196818,10477,1940,1106,531,"? 1,48,549","? 41,82,575",South India
2025-08-09,AD002,MBA Admission,Facebook,21–35 Age,87549,4272,877,466,259,"? 55,979","? 12,64,913",North India
2025-08-10,AD002,MBA Admission,Facebook,21–35 Age,209975,7033,1633,987,489,"? 1,04,015","? 37,87,589",West India
2025-08-11,AD002,MBA Admission,Facebook,21–35 Age,248579,16137,3772,2122,1032,"? 1,55,529","? 37,06,021",North India
2025-08-12,AD002,MBA Admission,Facebook,21–35 Age,105929,6513,1176,544,290,"? 45,471","? 18,42,642",North India
2025-08-13,AD002,MBA Admission,Facebook,21–35 Age,285906,22490,5143,2920,1595,"? 1,42,185","? 51,42,499",North India
2025-08-14,AD002,MBA Admission,Facebook,21–35 Age,114829,6699,1279,675,334,"? 87,179","? 21,16,901",West India
2025-08-15,AD002,MBA Admission,Facebook,21–35 Age,139439,8820,2115,1244,610,"? 68,482","? 29,65,372",East India
2025-08-16,AD002,MBA Admission,Facebook,21–35 Age,156143,12051,2488,1574,776,"? 67,879","? 62,03,500",North India
2025-08-17,AD002,MBA Admission,Facebook,21–35 Age,240812,8480,1398,794,351,"? 97,561","? 25,04,595",East India
2025-08-18,AD002,MBA Admission,Facebook,21–35 Age,138243,8910,1845,909,537,"? 1,01,459","? 34,22,258",South India
2025-08-19,AD002,MBA Admission,Facebook,21–35 Age,218087,9347,2279,1102,475,"? 2,04,861","? 29,34,887",East India
2025-08-20,AD002,MBA Admission,Facebook,21–35 Age,120567,7874,1738,882,513,"? 85,981","? 25,14,071",East India
2025-08-21,AD002,MBA Admission,Facebook,21–35 Age,60672,4419,871,435,245,"? 51,459","? 8,87,744",North India
2025-08-22,AD002,MBA Admission,Facebook,21–35 Age,100402,5050,816,428,214,"? 59,444","? 8,33,257",South India
2025-08-23,AD002,MBA Admission,Facebook,21–35 Age,182510,10026,2101,1067,537,"? 1,25,713","? 38,92,044",East India
2025-08-24,AD002,MBA Admission,Facebook,21–35 Age,91784,5762,1342,834,453,"? 53,693","? 24,44,732",East India
2025-08-25,AD002,MBA Admission,Facebook,21–35 Age,277958,10817,2519,1222,546,"? 2,58,352","? 31,67,583",West India
2025-08-26,AD002,MBA Admission,Facebook,21–35 Age,192183,10955,1911,982,531,"? 99,989","? 27,21,880",South India
2025-08-27,AD002,MBA Admission,Facebook,21–35 Age,263391,15760,2389,1303,686,"? 1,38,919","? 34,26,291",West India
2025-08-28,AD002,MBA Admission,Facebook,21–35 Age,272021,16255,3053,1496,719,"? 2,01,326","? 26,68,479",Pan India
2025-08-29,AD002,MBA Admission,Facebook,21–35 Age,156442,5047,1081,616,364,"? 81,570","? 17,80,403",North India
2025-08-30,AD002,MBA Admission,Facebook,21–35 Age,247071,14991,3641,1717,746,"? 1,96,671","? 56,76,011",North India
2025-08-31,AD002,MBA Admission,Facebook,21–35 Age,250143,13827,2421,1432,812,"? 2,46,806","? 42,06,185",East India
2025-09-01,AD002,MBA Admission,Facebook,21–35 Age,107058,3243,768,451,183,"? 93,964","? 12,01,913",South India
2025-09-02,AD002,MBA Admission,Facebook,21–35 Age,70747,4626,1107,534,275,"? 61,069","? 9,43,624",South India
2025-09-03,AD002,MBA Admission,Facebook,21–35 Age,239227,14680,3320,1838,874,"? 1,44,170","? 61,22,971",Pan India
2025-09-04,AD002,MBA Admission,Facebook,21–35 Age,205200,14587,2970,1688,853,"? 1,10,817","? 55,69,955",East India
2025-09-05,AD002,MBA Admission,Facebook,21–35 Age,281976,15138,3583,1682,882,"? 1,84,335","? 58,29,282",South India
2025-09-06,AD002,MBA Admission,Facebook,21–35 Age,137599,10631,2329,1429,624,"? 1,16,672","? 19,95,280",Pan India
2025-09-07,AD002,MBA Admission,Facebook,21–35 Age,197813,9162,1467,664,331,"? 1,26,647","? 22,42,704",North India
2025-09-08,AD002,MBA Admission,Facebook,21–35 Age,183517,8806,1894,1152,607,"? 1,56,011","? 37,01,255",West India
2025-09-09,AD002,MBA Admission,Facebook,21–35 Age,92749,6844,1354,704,396,"? 68,352","? 17,10,347",East India
2025-09-10,AD002,MBA Admission,Facebook,21–35 Age,242936,9558,1983,1172,687,"? 2,21,405","? 32,64,776",South India
2025-09-11,AD002,MBA Admission,Facebook,21–35 Age,99617,3517,638,340,165,"? 43,282","? 5,05,160",East India
2025-09-12,AD002,MBA Admission,Facebook,21–35 Age,76637,3191,733,446,203,"? 74,481","? 6,56,001",Pan India
2025-09-13,AD002,MBA Admission,Facebook,21–35 Age,166151,7773,1561,853,511,"? 1,64,748","? 40,31,732",East India
2025-09-14,AD002,MBA Admission,Facebook,21–35 Age,107335,5840,883,548,311,"? 91,580","? 19,51,224",West India
2025-09-15,AD002,MBA Admission,Facebook,21–35 Age,132078,9148,2250,1070,580,"? 89,794","? 22,01,670",South India
2025-09-16,AD002,MBA Admission,Facebook,21–35 Age,101493,6771,1085,554,279,"? 77,122","? 9,92,341",West India
2025-09-17,AD002,MBA Admission,Facebook,21–35 Age,111983,6950,1441,658,268,"? 90,692","? 14,66,996",North India
2025-09-18,AD002,MBA Admission,Facebook,21–35 Age,215192,7975,1358,818,362,"? 93,532","? 21,16,995",North India
2025-09-19,AD002,MBA Admission,Facebook,21–35 Age,261009,19792,4855,2851,1191,"? 1,93,741","? 82,58,759",Pan India
2025-09-20,AD002,MBA Admission,Facebook,21–35 Age,197776,11695,1855,1099,619,"? 1,20,119","? 31,11,027",Pan India
2025-09-21,AD002,MBA Admission,Facebook,21–35 Age,272006,16516,2535,1364,637,"? 1,21,243","? 41,31,057",Pan India
2025-09-22,AD002,MBA Admission,Facebook,21–35 Age,130283,4990,834,405,218,"? 1,06,683","? 9,87,968",Pan India
2025-09-23,AD002,MBA Admission,Facebook,21–35 Age,135555,6016,1132,528,291,"? 61,224","? 21,26,630",North India
2025-09-24,AD002,MBA Admission,Facebook,21–35 Age,170800,9993,1997,1153,565,"? 1,23,955","? 39,33,315",North India
2025-09-25,AD002,MBA Admission,Facebook,21–35 Age,216281,12275,2743,1436,761,"? 1,53,644","? 46,20,520",Pan India
2025-09-26,AD002,MBA Admission,Facebook,21–35 Age,288814,15144,3229,1667,717,"? 1,84,629","? 55,41,723",East India
2025-09-27,AD002,MBA Admission,Facebook,21–35 Age,63287,2103,392,234,105,"? 40,525","? 7,74,682",West India
2025-09-28,AD002,MBA Admission,Facebook,21–35 Age,84362,5530,851,502,294,"? 70,943","? 10,46,903",South India
2025-09-29,AD002,MBA Admission,Facebook,21–35 Age,183268,7046,1579,810,481,"? 1,79,225","? 26,98,271",East India
2025-09-30,AD002,MBA Admission,Facebook,21–35 Age,262678,8632,1659,1014,452,"? 1,14,033","? 30,43,418",South India
2025-10-01,AD002,MBA Admission,Facebook,21–35 Age,96963,4818,1033,523,239,"? 77,183","? 9,21,081",West India
2025-10-02,AD002,MBA Admission,Facebook,21–35 Age,238932,17897,3400,1696,835,"? 1,54,239","? 39,86,006",South India
2025-10-03,AD002,MBA Admission,Facebook,21–35 Age,86613,4270,804,520,293,"? 81,879","? 20,02,746",South India
2025-10-04,AD002,MBA Admission,Facebook,21–35 Age,133105,6571,1269,758,414,"? 1,25,866","? 21,49,461",East India
2025-10-05,AD002,MBA Admission,Facebook,21–35 Age,277734,16825,4065,1971,1056,"? 2,48,428","? 50,43,351",North India
2025-10-06,AD002,MBA Admission,Facebook,21–35 Age,116985,8242,1752,845,384,"? 92,102","? 29,94,089",West India
2025-10-07,AD002,MBA Admission,Facebook,21–35 Age,229002,17513,3683,2365,1189,"? 1,61,078","? 93,44,119",East India
2025-10-08,AD002,MBA Admission,Facebook,21–35 Age,190424,10827,2153,1389,633,"? 1,05,225","? 34,90,888",Pan India
2025-10-09,AD002,MBA Admission,Facebook,21–35 Age,110972,4268,982,454,200,"? 97,230","? 11,91,628",East India
2025-10-10,AD002,MBA Admission,Facebook,21–35 Age,90691,6497,1168,594,242,"? 54,234","? 8,15,080",Pan India
2025-10-11,AD002,MBA Admission,Facebook,21–35 Age,58157,3232,534,257,110,"? 53,956","? 4,75,327",East India
2025-10-12,AD002,MBA Admission,Facebook,21–35 Age,135976,10257,1702,1092,457,"? 95,285","? 19,68,745",Pan India
2025-10-13,AD002,MBA Admission,Facebook,21–35 Age,75257,2399,411,199,112,"? 34,218","? 4,50,838",East India
2025-10-14,AD002,MBA Admission,Facebook,21–35 Age,198364,13118,1984,1175,480,"? 91,490","? 24,52,250",West India
2025-10-15,AD002,MBA Admission,Facebook,21–35 Age,295919,17609,3372,1885,798,"? 1,53,865","? 56,20,586",West India
2025-10-16,AD002,MBA Admission,Facebook,21–35 Age,219192,9561,2253,1253,681,"? 1,11,858","? 25,20,661",East India
2025-10-17,AD002,MBA Admission,Facebook,21–35 Age,274932,19134,4243,2579,1097,"? 2,35,450","? 54,81,452",North India
2025-10-18,AD002,MBA Admission,Facebook,21–35 Age,73891,5322,940,560,325,"? 30,551","? 18,90,047",East India
2025-10-19,AD002,MBA Admission,Facebook,21–35 Age,78968,2541,471,249,121,"? 54,841","? 3,99,317",North India
2025-10-20,AD002,MBA Admission,Facebook,21–35 Age,260789,14483,2729,1300,685,"? 2,17,577","? 28,24,587",West India
2025-10-21,AD002,MBA Admission,Facebook,21–35 Age,134380,6252,1300,685,354,"? 1,32,525","? 26,65,107",South India
2025-10-22,AD002,MBA Admission,Facebook,21–35 Age,287916,10349,1738,838,398,"? 1,15,613","? 18,67,784",Pan India
2025-10-23,AD002,MBA Admission,Facebook,21–35 Age,216575,12444,2477,1587,674,"? 1,47,197","? 45,76,964",East India
2025-10-24,AD002,MBA Admission,Facebook,21–35 Age,71172,4222,908,490,236,"? 46,275","? 17,60,207",North India
2025-10-25,AD002,MBA Admission,Facebook,21–35 Age,198682,8609,1832,1094,574,"? 80,603","? 17,77,848",South India
2025-10-26,AD002,MBA Admission,Facebook,21–35 Age,87021,6502,1617,998,494,"? 46,483","? 22,44,804",Pan India
2025-10-27,AD002,MBA Admission,Facebook,21–35 Age,277676,18342,3757,2032,1017,"? 2,42,232","? 53,99,981",South India
2025-10-28,AD002,MBA Admission,Facebook,21–35 Age,132019,9429,2004,1029,542,"? 1,29,504","? 34,03,497",West India
2025-10-29,AD002,MBA Admission,Facebook,21–35 Age,89527,5616,865,507,215,"? 79,012","? 12,24,216",West India
2025-10-30,AD002,MBA Admission,Facebook,21–35 Age,232419,17670,3031,1638,975,"? 2,00,506","? 70,07,981",East India
2025-10-31,AD002,MBA Admission,Facebook,21–35 Age,267804,19472,4863,2431,1100,"? 2,51,059","? 66,75,312",Pan India
